Brand,Store Number,Name,Ownership Type,Facility ID,Features - Products,Features - Service,Features - Stations,Food Region,Venue Type,Phone Number,Location,Street Address,Street Line 1,Street Line 2,City,State,Zip,Country,Coordinates,Latitude,Longitude,Insert Date
Starbucks,13730,North Bend & Mt Si- North Bend,Company Owned,16984,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,425-888-0808,"721 SW Mt. Si Blvd, B
North Bend, WA 98045-8990
(47.487503, -121.793608)","721 SW Mt. Si Blvd, B",721 SW Mt. Si Blvd,B,North Bend,WA,98045-8990,US,"(47.487503, -121.793608)",47.487503,-121.793608,06/22/2012 06:57:33 PM
Starbucks,3216,North Bend,Company Owned,12006,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,425-831-2288,"458 SW Mt Si Blvd, B-6
North Bend, WA 98045-8292
(47.486718, -121.791263)","458 SW Mt Si Blvd, B-6",458 SW Mt Si Blvd,B-6,North Bend,WA,98045-8292,US,"(47.486718, -121.791263)",47.486718,-121.791263,06/22/2012 06:57:33 PM
Starbucks,79225,QFC-North Bend #829,Licensed,8322,,,,9999,Unknown,425-888-1682,"460 E North Bend Way
North Bend, WA 98045-8270
(47.493244, -121.780744)",460 E North Bend Way,460 E North Bend Way,,North Bend,WA,98045-8270,US,"(47.493244, -121.780744)",47.493244,-121.780744,06/22/2012 06:57:33 PM
Starbucks,79559,Safeway - Bremerton #1467,Licensed,17447,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,360-792-9149,"900 North Callow
Bremerton, WA 98312-3807
(47.570002, -122.6527)",900 North Callow,900 North Callow,,Bremerton,WA,98312-3807,US,"(47.570002, -122.6527)",47.570002,-122.6527,06/22/2012 06:57:34 PM
Starbucks,73957,QFC - University Village #807,Licensed,7751,,Wireless Hotspot,,9999,Unknown,206-523-5160,"2746 NE 45th Street
Seattle, WA 98105-5099
(47.661335, -122.29598)",2746 NE 45th Street,2746 NE 45th Street,,Seattle,WA,98105-5099,US,"(47.661335, -122.29598)",47.661335,-122.29598,06/22/2012 06:57:34 PM
Starbucks,5123,QFC - Wallingford #869,Licensed,18751,,Wireless Hotspot,,0,Unknown,206-632-9253,"1801 N 45th St
Seattle, WA 98103-6859
(47.66139, -122.336163)",1801 N 45th St,1801 N 45th St,,Seattle,WA,98103-6859,US,"(47.66139, -122.336163)",47.66139,-122.336163,06/22/2012 06:57:34 PM
Starbucks,336,Wallingford,Company Owned,12288,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,206-548-9507,"2110 North 45th
Seattle, WA 98103-6902
(47.66152, -122.333087)",2110 North 45th,2110 North 45th,,Seattle,WA,98103-6902,US,"(47.66152, -122.333087)",47.66152,-122.333087,06/22/2012 06:57:34 PM
Starbucks,3333,Houghton II,Company Owned,11174,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,425-893-8661,"6733 108th Ave NE
Kirkland, WA 98033-7056
(47.666418, -122.196785)",6733 108th Ave NE,6733 108th Ave NE,,Kirkland,WA,98033-7056,US,"(47.666418, -122.196785)",47.666418,-122.196785,06/22/2012 06:57:34 PM
Starbucks,10766,Bridle Trails Center- Kirkland,Company Owned,7086,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,425-881-8265,"6617 132nd Ave NE
Kirkland, WA 98033-8627
(47.665247, -122.16588)",6617 132nd Ave NE,6617 132nd Ave NE,,Kirkland,WA,98033-8627,US,"(47.665247, -122.16588)",47.665247,-122.16588,06/22/2012 06:57:34 PM
Starbucks,11384,Downtown Kirkland,Company Owned,17162,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,425-803-9086,"116 Lake Street South
Kirkland, WA 98033-6418
(47.675851, -122.206511)",116 Lake Street South,116 Lake Street South,,Kirkland,WA,98033-6418,US,"(47.675851, -122.206511)",47.675851,-122.206511,06/22/2012 06:57:34 PM
Starbucks,317,Kirkland Park Place,Company Owned,11977,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,425-889-0293,"208 Park Place Center
Kirkland, WA 98033-6228
(47.676869166904, -122.204735)",208 Park Place Center,208 Park Place Center,,Kirkland,WA,98033-6228,US,"(47.676869166904, -122.204735)",47.676869166904,-122.204735,06/22/2012 06:57:34 PM
Starbucks,3414,Rose Hill - Kirkland,Company Owned,14136,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,425-827-5247,"12209 NE 85th St
Kirkland, WA 98033-8036
(47.679027, -122.177953)",12209 NE 85th St,12209 NE 85th St,,Kirkland,WA,98033-8036,US,"(47.679027, -122.177953)",47.679027,-122.177953,06/22/2012 06:57:34 PM
Starbucks,74160,Safeway-Kirkland #1142,Licensed,8944,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,425-822-8821,"12519 NE 85th St.
Kirkland, WA 98033-8048
(47.678863, -122.173714)",12519 NE 85th St.,12519 NE 85th St.,,Kirkland,WA,98033-8048,US,"(47.678863, -122.173714)",47.678863,-122.173714,06/22/2012 06:57:34 PM
Starbucks,8068,Seattle Childrens Hospital,Company Owned,18811,"Lunch, Oven-warmed Food","Starbucks Card Mobile, Wireless Hotspot",,0,Unknown,206-522-5734,"4800 Sand Point Way NE, 5th
Seattle, WA 98105-3901
(47.664083, -122.283518)","4800 Sand Point Way NE, 5th",4800 Sand Point Way NE,5th,Seattle,WA,98105-3901,US,"(47.664083, -122.283518)",47.664083,-122.283518,06/22/2012 06:57:34 PM
Starbucks,8890,Seattle Childrens Hospital Kiosk,Company Owned,18820,Lunch,"Starbucks Card Mobile, Wireless Hotspot",,0,Unknown,206-522-5751,"4800 Sand Point Way, NE, 1st Floor
Seattle, WA 98105-3901
(47.664083, -122.283518)","4800 Sand Point Way, NE, 1st Floor","4800 Sand Point Way, NE",1st Floor,Seattle,WA,98105-3901,US,"(47.664083, -122.283518)",47.664083,-122.283518,06/22/2012 06:57:34 PM
Starbucks,10176,Redmond Town Center II,Company Owned,14546,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,425-558-1596,"7301 164th Ave NE, I-147
Redmond, WA 98052-7805
(47.66982, -122.121645)","7301 164th Ave NE, I-147",7301 164th Ave NE,I-147,Redmond,WA,98052-7805,US,"(47.66982, -122.121645)",47.66982,-122.121645,06/22/2012 06:57:34 PM
Starbucks,349,Redmond Center - DT,Company Owned,17662,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,425-885-9590,"15738 Redmond Way, Pad 3
Redmond, WA 98052-3830
(47.674929, -122.128872)","15738 Redmond Way, Pad 3",15738 Redmond Way,Pad 3,Redmond,WA,98052-3830,US,"(47.674929, -122.128872)",47.674929,-122.128872,06/22/2012 06:57:34 PM
Starbucks,79333,QFC - Redmond #820,Licensed,7821,,Wireless Hotspot,,9999,Unknown,425-885-2311,"15800 Redmond Way NE
Redmond, WA 98052-3829
(47.675621, -122.128894)",15800 Redmond Way NE,15800 Redmond Way NE,,Redmond,WA,98052-3829,US,"(47.675621, -122.128894)",47.675621,-122.128894,06/22/2012 06:57:34 PM
Starbucks,3222,Redmond Town Center,Company Owned,13039,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,425-861-9198,"16500 N.E. 74th, Ste. C-105
Redmond, WA 98052-7804
(47.670384, -122.120148)","16500 N.E. 74th, Ste. C-105",16500 N.E. 74th,Ste. C-105,Redmond,WA,98052-7804,US,"(47.670384, -122.120148)",47.670384,-122.120148,06/22/2012 06:57:34 PM
Starbucks,302,University Village,Company Owned,9069,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,206-522-5228,"4634 26th Avenue NE
Seattle, WA 98105-5024
(47.662687, -122.299743)",4634 26th Avenue NE,4634 26th Avenue NE,,Seattle,WA,98105-5024,US,"(47.662687, -122.299743)",47.662687,-122.299743,06/22/2012 06:57:34 PM
Starbucks,3394,University Village II,Company Owned,13058,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,206-522-6410,"2650 NE 49th ST
Seattle, WA 98105-5010
(47.664405, -122.29897)",2650 NE 49th ST,2650 NE 49th ST,,Seattle,WA,98105-5010,US,"(47.664405, -122.29897)",47.664405,-122.29897,06/22/2012 06:57:34 PM
Starbucks,3353,Redmond Retail,Company Owned,15022,"Lunch, Oven-warmed Food","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,425-882-2881,"7625 - 170th Ave NE, 101
Redmond, WA 98052-0910
(47.670781, -122.113987)","7625 - 170th Ave NE, 101",7625 - 170th Ave NE,101,Redmond,WA,98052-0910,US,"(47.670781, -122.113987)",47.670781,-122.113987,06/22/2012 06:57:34 PM
Starbucks,378,Redmond North,Company Owned,11685,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,425-869-1080,"8867 161st Avenue NE
Redmond, WA 98052-3585
(47.681058, -122.1259)",8867 161st Avenue NE,8867 161st Avenue NE,,Redmond,WA,98052-3585,US,"(47.681058, -122.1259)",47.681058,-122.1259,06/22/2012 06:57:34 PM
Starbucks,74924,Safeway - Redmond #464,Licensed,8094,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,425-885-3323,"17246 Redmond Way NE
Redmond, WA 98052-4403
(47.671382, -122.110006)",17246 Redmond Way NE,17246 Redmond Way NE,,Redmond,WA,98052-4403,US,"(47.671382, -122.110006)",47.671382,-122.110006,06/22/2012 06:57:34 PM
Starbucks,307,Bear Creek,Company Owned,9071,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,425-883-8535,"17196 NE Redmond Wy
Redmond, WA 98052-4405
(47.672632, -122.110591)",17196 NE Redmond Wy,17196 NE Redmond Wy,,Redmond,WA,98052-4405,US,"(47.672632, -122.110591)",47.672632,-122.110591,06/22/2012 06:57:34 PM
Starbucks,72739,Fred Meyer - Redmond #664,Licensed,17617,,Wireless Hotspot,,9999,Unknown,425-556-8000,"17667 NE 76th St
Redmond, WA 98052-4994
(47.670853, -122.104291)",17667 NE 76th St,17667 NE 76th St,,Redmond,WA,98052-4994,US,"(47.670853, -122.104291)",47.670853,-122.104291,06/22/2012 06:57:34 PM
Starbucks,76527,Target Redmond T-995,Licensed,7265,,Starbucks Card Mobile,,9999,Unknown,425-556-9533,"17700 NE 76th St
Redmond, WA 98052-3300
(47.6725, -122.10355)",17700 NE 76th St,17700 NE 76th St,,Redmond,WA,98052-3300,US,"(47.6725, -122.10355)",47.6725,-122.10355,06/22/2012 06:57:34 PM
Starbucks,2958,35th and 73rd-Wedgwood,Company Owned,9552,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,206-517-2877,"7303 35th Avenue NE
Seattle, WA 98115-5918
(47.681397, -122.290638)",7303 35th Avenue NE,7303 35th Avenue NE,,Seattle,WA,98115-5918,US,"(47.681397, -122.290638)",47.681397,-122.290638,06/22/2012 06:57:34 PM
Starbucks,305,University Way,Company Owned,9070,"Lunch, Oven-warmed Food","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,206-634-1390,"4555 University Wy NE
Seattle, WA 98105-4510
(47.662849, -122.313291)",4555 University Wy NE,4555 University Wy NE,,Seattle,WA,98105-4510,US,"(47.662849, -122.313291)",47.662849,-122.313291,06/22/2012 06:57:34 PM
Starbucks,17117,Safeway-Seattle #423,Licensed,87107,,,,0,Unknown,206-524-7064,"7340 35th Ave NE
Seattle, WA 98115-5919
(47.682665, -122.290465)",7340 35th Ave NE,7340 35th Ave NE,,Seattle,WA,98115-5919,US,"(47.682665, -122.290465)",47.682665,-122.290465,06/22/2012 06:57:34 PM
Starbucks,372,Juanita II,Company Owned,15232,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,425-825-7372,"9721 NE 119th Way
Kirkland, WA 98034-8955
(47.706636, -122.211739)",9721 NE 119th Way,9721 NE 119th Way,,Kirkland,WA,98034-8955,US,"(47.706636, -122.211739)",47.706636,-122.211739,06/22/2012 06:57:34 PM
Starbucks,15544,Fred Meyer-Kirkland #391,Licensed,63080,,Wireless Hotspot,,0,Unknown,425-820-3200,"12221 120th Ave NE
Kirkland, WA 98034-6905
(47.709827, -122.18514)",12221 120th Ave NE,12221 120th Ave NE,,Kirkland,WA,98034-6905,US,"(47.709827, -122.18514)",47.709827,-122.18514,06/22/2012 06:57:34 PM
Starbucks,3224,Totem Lake West,Company Owned,9054,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,425-820-1334,"11400 NE 124th ST
Kirkland, WA 98034-4305
(47.711583, -122.189031)",11400 NE 124th ST,11400 NE 124th ST,,Kirkland,WA,98034-4305,US,"(47.711583, -122.189031)",47.711583,-122.189031,06/22/2012 06:57:34 PM
Starbucks,79364,QFC - Totem Lake #828,Licensed,7326,,Wireless Hotspot,,9999,Unknown,425-821-8502,"11224 N.E. 124th St.
Kirkland, WA 98034-4301
(47.712287, -122.191177)",11224 N.E. 124th St.,11224 N.E. 124th St.,,Kirkland,WA,98034-4301,US,"(47.712287, -122.191177)",47.712287,-122.191177,06/22/2012 06:57:34 PM
Starbucks,3248,Roosevelt Square,Company Owned,16043,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,206-526-7230,"6417 Roosevelt Way NE
Seattle, WA 98115-6657
(47.675689, -122.316392)",6417 Roosevelt Way NE,6417 Roosevelt Way NE,,Seattle,WA,98115-6657,US,"(47.675689, -122.316392)",47.675689,-122.316392,06/22/2012 06:57:34 PM
Starbucks,7136,Safeway - Seattle #1550,Licensed,20152,,"Starbucks Card Mobile, Wireless Hotspot",,0,Unknown,206-525-6348,"7300 Roosevelt Way NE
Seattle, WA 98115-5663
(47.681583, -122.317462)",7300 Roosevelt Way NE,7300 Roosevelt Way NE,,Seattle,WA,98115-5663,US,"(47.681583, -122.317462)",47.681583,-122.317462,06/22/2012 06:57:34 PM
Starbucks,13461,"North Juanita - Kirkland, WA",Company Owned,17399,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,425-823-2016,"13325 100th Ave. NE
Kirkland, WA 98034-5213
(47.720131, -122.208191)",13325 100th Ave. NE,13325 100th Ave. NE,,Kirkland,WA,98034-5213,US,"(47.720131, -122.208191)",47.720131,-122.208191,06/22/2012 06:57:34 PM
Starbucks,389,Greenlake,Company Owned,16060,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,206-523-9594,"7100 E Greenlake Drive N
Seattle, WA 98115-5415
(47.680009, -122.325529)",7100 E Greenlake Drive N,7100 E Greenlake Drive N,,Seattle,WA,98115-5415,US,"(47.680009, -122.325529)",47.680009,-122.325529,06/22/2012 06:57:34 PM
Starbucks,74707,Safeway-Juanita #2734,Licensed,8192,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,425-821-9224,"10020 NE 137th St
Kirkland, WA 98034-5221
(47.723223, -122.207258)",10020 NE 137th St,10020 NE 137th St,,Kirkland,WA,98034-5221,US,"(47.723223, -122.207258)",47.723223,-122.207258,06/22/2012 06:57:34 PM
Starbucks,9938,"Avondale & 116th - Redmond, WA",Company Owned,8530,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,425-702-8096,"11523 Avondale Road, Building B, Suite #102
Redmond, WA 98052-2301
(47.702807, -122.093508)","11523 Avondale Road, Building B, Suite #102",11523 Avondale Road,"Building B, Suite #102",Redmond,WA,98052-2301,US,"(47.702807, -122.093508)",47.702807,-122.093508,06/22/2012 06:57:34 PM
Starbucks,79206,QFC-Inglemore #838,Licensed,9579,,,,9999,Unknown,425-821-4885,"14130 Juanita Dr NE
Bothell, WA 98011-4927
(47.72896, -122.243439)",14130 Juanita Dr NE,14130 Juanita Dr NE,,Bothell,WA,98011-4927,US,"(47.72896, -122.243439)",47.72896,-122.243439,06/22/2012 06:57:34 PM
Starbucks,74679,Safeway-Kirkland #526,Licensed,15902,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,425-821-2112,"14444 124th Ave NE
Kirkland, WA 98034-4801
(47.732481, -122.17442)",14444 124th Ave NE,14444 124th Ave NE,,Kirkland,WA,98034-4801,US,"(47.732481, -122.17442)",47.732481,-122.17442,06/22/2012 06:57:34 PM
Starbucks,3402,Lake City Way & 120th,Company Owned,13059,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,206-364-2490,"12001 Lake City Way NE
Seattle, WA 98125-5331
(47.715983, -122.297558)",12001 Lake City Way NE,12001 Lake City Way NE,,Seattle,WA,98125-5331,US,"(47.715983, -122.297558)",47.715983,-122.297558,06/22/2012 06:57:34 PM
Starbucks,3211,Phinney Ridge,Company Owned,12183,"Lunch, Oven-warmed Food, Sirena Espresso Machine",Starbucks Card Mobile,,9999,Unknown,206-781-4153,"316 N. 67th Street
Seattle, WA 98103-5210
(47.677873, -122.354569)",316 N. 67th Street,316 N. 67th Street,,Seattle,WA,98103-5210,US,"(47.677873, -122.354569)",47.677873,-122.354569,06/22/2012 06:57:34 PM
Starbucks,3237,Northgate Mall,Company Owned,15848,"Lunch, Oven-warmed Food, Sirena Espresso Machine","Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,206-306-8525,"401 NE Northgate Way
Seattle, WA 98125
(47.704201, -122.325326)",401 NE Northgate Way,401 NE Northgate Way,,Seattle,WA,98125,US,"(47.704201, -122.325326)",47.704201,-122.325326,06/22/2012 06:57:34 PM
Starbucks,79289,QFC - Northgate #866,Licensed,8532,,Wireless Hotspot,,9999,Unknown,206-361-4849,"11100 Roosevelt Way NE
Seattle, WA 98125-6234
(47.709137, -122.31748)",11100 Roosevelt Way NE,11100 Roosevelt Way NE,,Seattle,WA,98125-6234,US,"(47.709137, -122.31748)",47.709137,-122.31748,06/22/2012 06:57:34 PM
Starbucks,3294,Ballard/FredMeyer,Company Owned,18563,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,206-789-9322,"4400 11th Avenue NW
Seattle, WA 98107-4604
(47.659799, -122.368622)",4400 11th Avenue NW,4400 11th Avenue NW,,Seattle,WA,98107-4604,US,"(47.659799, -122.368622)",47.659799,-122.368622,06/22/2012 06:57:34 PM
Starbucks,358,Northgate,Company Owned,9078,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,206-367-6651,"540 NE Northgate Way
Seattle, WA 98125-6154
(47.708794, -122.321552)",540 NE Northgate Way,540 NE Northgate Way,,Seattle,WA,98125-6154,US,"(47.708794, -122.321552)",47.708794,-122.321552,06/22/2012 06:57:34 PM
Starbucks,73692,Albertsons - Redmond #403,Licensed,12625,,Wireless Hotspot,,9999,Unknown,425-836-8112,"3925 236th Ave NE
Redmond, WA 98053-8455
(47.645311, -122.026233)",3925 236th Ave NE,3925 236th Ave NE,,Redmond,WA,98053-8455,US,"(47.645311, -122.026233)",47.645311,-122.026233,06/22/2012 06:57:34 PM
Starbucks,4140,Target Northgate T-1284,Licensed,18608,,Starbucks Card Mobile,,9999,Unknown,206-494-0897,"302 NE Northgate Way
Seattle, WA 98125-6047
(47.709062, -122.325428)",302 NE Northgate Way,302 NE Northgate Way,,Seattle,WA,98125-6047,US,"(47.709062, -122.325428)",47.709062,-122.325428,06/22/2012 06:57:34 PM
Starbucks,13187,Safeway-Seattle #1586,Licensed,19342,,"Starbucks Card Mobile, Wireless Hotspot",,0,Unknown,206-306-0504,"12318 15th Ave NE
Seattle, WA 98125-4820
(47.717819, -122.312621)",12318 15th Ave NE,12318 15th Ave NE,,Seattle,WA,98125-4820,US,"(47.717819, -122.312621)",47.717819,-122.312621,06/22/2012 06:57:34 PM
Starbucks,3363,Northgate Way,Company Owned,11379,"Lunch, Oven-warmed Food, Sirena Espresso Machine",Starbucks Card Mobile,Drive-Through,9999,Unknown,206-417-1403,"2137 North Northgate Way
Seattle, WA 98133-9006
(47.708247, -122.332105)",2137  North Northgate Way,2137  North Northgate Way,,Seattle,WA,98133-9006,US,"(47.708247, -122.332105)",47.708247,-122.332105,06/22/2012 06:57:34 PM
Starbucks,74169,Safeway - Seattle #1477,Licensed,18365,,Starbucks Card Mobile,,9999,Unknown,206-784-6480,"1423 NW Market St
Seattle, WA 98107-3744
(47.668564, -122.37439)",1423 NW Market St,1423 NW Market St,,Seattle,WA,98107-3744,US,"(47.668564, -122.37439)",47.668564,-122.37439,06/22/2012 06:57:34 PM
Starbucks,74169,Safeway-Seattle #1477,Licensed,15738,,Starbucks Card Mobile,,9999,Unknown,206-784-6480,"1423 NW Market St
Seattle, WA 98107-3744
(47.668303, -122.374615)",1423 NW Market St,1423 NW Market St,,Seattle,WA,98107-3744,US,"(47.668303, -122.374615)",47.668303,-122.374615,06/22/2012 06:57:34 PM
Starbucks,74399,Safeway-Seattle #1845,Licensed,14138,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,206-494-0433,"8704 Greenwood Ave N
Seattle, WA 98103-3616
(47.692678, -122.354591)",8704 Greenwood Ave N,8704 Greenwood Ave N,,Seattle,WA,98103-3616,US,"(47.692678, -122.354591)",47.692678,-122.354591,06/22/2012 06:57:34 PM
Starbucks,308,Oak Tree,Company Owned,18417,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,206-524-6122,"10002 Aurora Avenue North
Seattle, WA 98133-9347
(47.702314, -122.343904)",10002 Aurora Avenue North,10002 Aurora Avenue North,,Seattle,WA,98133-9347,US,"(47.702314, -122.343904)",47.702314,-122.343904,06/22/2012 06:57:34 PM
Starbucks,8777,145th and Lake City Way,Company Owned,8204,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,206-440-3366,"14330 Lake City Way NE
Seattle, WA 98125-3620
(47.732951, -122.291903)",14330 Lake City Way NE,14330 Lake City Way NE,,Seattle,WA,98125-3620,US,"(47.732951, -122.291903)",47.732951,-122.291903,06/22/2012 06:57:34 PM
Starbucks,318,NW Market St & 22nd Ave,Company Owned,87390,,,,9999,Unknown,206-782-2795,"2200 NW Market Street
Seattle, WA 98107-4012
(47.668702, -122.384816)",2200 NW Market Street,2200 NW Market Street,,Seattle,WA,98107-4012,US,"(47.668702, -122.384816)",47.668702,-122.384816,06/22/2012 06:57:34 PM
Starbucks,318,Ballard,Company Owned,8768,"Clover Crafted Small Batch Coffee, Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,206-782-2795,"2204 NW Market Street
Seattle, WA 98107-4024
(47.668875, -122.385)",2204 NW Market Street,2204 NW Market Street,,Seattle,WA,98107-4024,US,"(47.668875, -122.385)",47.668875,-122.385,06/22/2012 06:57:34 PM
Starbucks,5119,QFC - Seattle/Ballard #891,Licensed,18750,,Wireless Hotspot,,0,Unknown,206-297-2150,"2237 NW 58th ST
Seattle, WA 98107-3136
(47.670932, -122.385833)",2237 NW 58th ST,2237 NW 58th ST,,Seattle,WA,98107-3136,US,"(47.670932, -122.385833)",47.670932,-122.385833,06/22/2012 06:57:34 PM
Starbucks,3346,Holman Road,Company Owned,16859,"Lunch, Oven-warmed Food, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,206-783-8104,"9999 Holman Rd NW
Seattle, WA 98117-2041
(47.701661, -122.36397)",9999 Holman Rd NW,9999 Holman Rd NW,,Seattle,WA,98117-2041,US,"(47.701661, -122.36397)",47.701661,-122.36397,06/22/2012 06:57:34 PM
Starbucks,74260,Safeway - Seattle #1143,Licensed,17980,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,206-782-7464,"8340 15th Ave NW
Seattle, WA 98117
(47.689167, -122.376595)",8340 15th Ave NW,8340 15th Ave NW,,Seattle,WA,98117,US,"(47.689167, -122.376595)",47.689167,-122.376595,06/22/2012 06:57:34 PM
Starbucks,3577,QFC - North Seattle #858,Licensed,18754,,Wireless Hotspot,,0,Unknown,206-363-5717,"1531 NE 145th St
Seattlle, WA 98155-7205
(47.733942, -122.312264)",1531 NE 145th St,1531 NE 145th St,,Seattlle,WA,98155-7205,US,"(47.733942, -122.312264)",47.733942,-122.312264,06/22/2012 06:57:34 PM
Starbucks,3297,145th & 15th,Company Owned,15831,"Lunch, Oven-warmed Food","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",Drive-Through,9999,Unknown,206-366-2707,"14359 15th Avenue NE
Seattle, WA 98125-8465
(47.733578, -122.313112)",14359 15th Avenue NE,14359 15th Avenue NE,,Seattle,WA,98125-8465,US,"(47.733578, -122.313112)",47.733578,-122.313112,06/22/2012 06:57:34 PM
Starbucks,74260,Safeway-Seattle #1143,Licensed,8882,,"Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,206-782-7464,"8340 15th Ave NW
Seattle, WA 98117
(47.689925, -122.376296)",8340 15th Ave NW,8340 15th Ave NW,,Seattle,WA,98117,US,"(47.689925, -122.376296)",47.689925,-122.376296,06/22/2012 06:57:34 PM
Starbucks,316,Woodinville,Company Owned,9197,"Lunch, Oven-warmed Food, Reserve Amenity, Sirena Espresso Machine","iTunes WiFi Music Store, Starbucks Card Mobile, Wireless Hotspot",,9999,Unknown,425-481-6616,"14015 NE 175TH Street
Woodinville, WA 98072-9068
(47.753443, -122.151742)",14015 NE 175TH Street,14015 NE 175TH Street,,Woodinville,WA,98072-9068,US,"(47.753443, -122.151742)",47.753443,-122.151742,06/22/2012 06:57:34 PM
